,Image,Full SIDC,Hierarchy Code,Name,Geometry,Annex
833,,GFCPMOLAM------,2.X.2.1.5.2.1.5,FRIENDLY GROUND AXIS OF MAIN ATTACK,LINE,E
834,,GFCPMOLAO------,2.X.2.1.5.2.1.6,FRIENDLY GROUND AXIS ON ORDER WITH DATE AND TIME (IF KNOWN) EFFECTIVE,LINE,E
835,,GHCPMOLAE------,2.X.2.1.5.2.1.7,ENEMY CONFIRMED,LINE,E
836,,GHCPMOLAT------,2.X.2.1.5.2.1.8,ENEMY TEMPLATED,LINE,E
837,,GFCPMOLDF------,2.X.2.1.5.2.2.1,FRIENDLY AVIATION,LINE,E
838,,GFCPMOLDY------,2.X.2.1.5.2.2.2,FRIENDLY AVIATION PLANNED OR ON ORDER,LINE,E
839,,GHCPMOLDE------,2.X.2.1.5.2.2.3,ENEMY KNOWN/CONFIRMED A VIA TION,LINE,E
840,,GHCPMOLDT------,2.X.2.1.5.2.2.4,TEMPLATED ENEMY AVIATION,LINE,E
841,,GHCPMOLDG------,2.X.2.1.5.2.2.5,ENEMY CONFIRMED/KNOWN GROUND,LINE,E
842,,GHCPMOLDR------,2.X.2.1.5.2.2.6,TEMPLATED ENEMY GROUND,LINE,E
843,,GFCPMOLDS------,2.X.2.1.5.2.2.7,FRIENDLY DIRECTION OF SUPPORTING ATTACK,LINE,E
844,,GFCPMOLDM------,2.X.2.1.5.2.2.8,FRIENDLY DIRECTION OF MAIN ATTACK,LINE,E
845,,GFCPMOLDO------,2.X.2.1.5.2.2.9,FRIENDLY PLANNED OR ON ORDER,LINE,E
846,,GFCPMOLF-------,2.X.2.1.5.2.3,FINAL COORDINATION LINE,LINE,E
847,,GFCPMOLI-------,2.X.2.1.5.2.4,INFILTRATION LINE,LINE,E
848,,GFCPMOLL-------,2.X.2.1.5.2.5,LIMIT OF ADVANCE,LINE,E
849,,GFCPMOLT-------,2.X.2.1.5.2.6,LINE OF DEPARTURE,LINE,E
850,,GFCPMOLC-------,2.X.2.1.5.2.7,LINE OF DEPARTURE/LINE OF CONTACT (LD/LC),LINE,E
851,,GFCPMOLP-------,2.X.2.1.5.2.8,PROBABLE LINE OF DEPLOYMENT (PLD),LINE,E
852,,GFCPMOLR-------,2.X.2.1.5.2.9,RAID,LINE,E
853,,GFCPMOOA-------,2.X.2.1.5.3.1,ASSAULT POSITION,AREA,E
854,,GFCPMOOTF------,2.X.2.1.5.3.2.1,FRIENDLY ATTACK POSITION,AREA,E
855,,GFCPMOOTC------,2.X.2.1.5.3.2.2,FRIENDLY OCCUPIED (ONLY IF A UNIT MUST STOP IN THE ATTACK POSITION),AREA,E
856,,GFCPMOOTP------,2.X.2.1.5.3.2.3,FRIENDLY PLANNED PROPOSED OR ON ORDER ,AREA,E
857,,GFCPMOOP-------,2.X.2.1.5.3.3,ATTACK BY FIRE POSITION,LINE,E
858,,GFCPMOOS-------,2.X.2.1.5.3.4,SUPPORT BY FIRE POSITION,LINE,E
859,,GFCPMOOJ-------,2.X.2.1.5.3.5,OBJECTIVE,AREA,E
860,,GFCPMOOX-------,2.X.2.1.5.3.6,PENETRATION BOX,AREA,E
861,,GFCPMOOR-------,2.X.2.1.5.3.7,RAID AREA,AREA,E
862,,GFCPMSGEF------,2.X.2.1.6.1.1.1,FRIENDLY,AREA,E
863,,GHCPMSGEY------,2.X.2.1.6.1.1.2,ENEMY,AREA,E
864,,GFCPMSGA-------,2.X.2.1.6.1.2,AMBUSH,LINE,E
865,,GFCPMSLA-------,2.X.2.1.6.2.1,AIR HEAD,LINE,E
866,,GFCPMSLB-------,2.X.2.1.6.2.2,BRIDGEHEAD,LINE,E
867,,GFCPMSLH-------,2.X.2.1.6.2.3,HOLDING LINE,LINE,E
868,,GFCPMSLR-------,2.X.2.1.6.2.4,RELEASE LINE,LINE,E
869,,GFCPMSAO-------,2.X.2.1.6.3.1,AREA OF OPERATIONS (AO),AREA,E
870,,GFCPMSAN-------,2.X.2.1.6.3.2,NAMED AREA OF INTEREST,AREA,E
871,,GFCPMSAT-------,2.X.2.1.6.3.3,TARGETED AREA OF INTEREST,AREA,E
872,,GFCPBOGB-------,2.X.2.2.1.1.1,BELT,LINE,E
873,,GFCPBOGL-------,2.X.2.2.1.1.2,LINE,LINE,E
874,,GFCPBOGZ-------,2.X.2.2.1.1.3,ZONE,AREA,E
875,,GFCPBOA--------,2.X.2.2.1.2,ABA TIS,LINE,E
876,,GFCPBOATO------,2.X.2.2.1.3.1,ANTITANK DITCH,LINE,E
877,,GFCPBOATM------,2.X.2.2.1.3.2,ANTITANK DITCH REINFORCED WITH ANTITANK MINES,LINE,E
878,,GFCPBOATD------,2.X.2.2.1.3.3,ANTITANK OBSTACLES TETRAHEDRONS DRAGON'S TEETH AND OTHER SIMILAR OBSTACLES,POINT,E
879,,GFCPBOATW------,2.X.2.2.1.3.4,ANTITANK WALL,LINE,E
880,,GFCPBOAB-------,2.X.2.2.1.4,BOOBY TRAP,POINT,E
881,,GFCPBOAMA------,2.X.2.2.1.5.1,ANTIPERSONNEL (AP) MINE,POINT,E
882,,GFCPBOAMT------,2.X.2.2.1.5.2,ANTITANK (AT) MINE,POINT,E
883,,GFCPBOAMD------,2.X.2.2.1.5.3,ANTITANK MINE WITH ANTIHANDLING DEVISE,POINT,E
884,,GFCPBOAMC------,2.X.2.2.1.5.4,ANTITANK MINE (ARROW SHOWS EFFECTS) CLAYMORE MINE,POINT,E
885,,GFCPBOAMU------,2.X.2.2.1.5.5,UNSPECIFIED MINE,POINT,E
886,,GFCPBOAMN------,2.X.2.2.1.5.6,MINE CLUSTER,POINT,E
887,,GFCPBOAMW------,2.X.2.2.1.5.7,WIDE AREA MINES,POINT,E
888,,GFCPBOAIP------,2.X.2.2.1.6.1,PLANNED MINEFIELD,POINT,E
889,,GFCPBOAIC------,2.X.2.2.1.6.2,COMPLETED MINEFIELD,POINT,E
890,,GFCPBOAIL------,2.X.2.2.1.6.3,ANTIPERSONNEL (AP) MINEFIELD,AREA,E
891,,GFCPBOAIG------,2.X.2.2.1.6.4,ANTITANK (AT) MINEFIELD WITH GAP,AREA,E
892,,GFCPBOAIN------,2.X.2.2.1.6.5,ANTITANK (AT) MINEFIELD,POINT,E
893,,GFCPBOAIS------,2.X.2.2.1.6.6,SCATTERABLE MINES,POINT,E
894,,GFCPBOAIH------,2.X.2.2.1.6.7,ANTIPERSONNEL (AP) MINEFIELD REINFORCED WITH SCATTERABLE WITH SELF-DESTRUCT DATE-TIME-GROUP,POINT,E
895,,GFCPBOAID------,2.X.2.2.1.6.8,SCATTERABLE MINEFIELD WITH SELF-DESTRUCT DATE-TIME-GROUP,POINT,E
896,,GFCPBOAIM------,2.X.2.2.1.6.9,MINED AREA,AREA,E
897,,GFCPBOAV-------,2.X.2.2.1.7,EXECUTED VOLCANO MINEFIELD,POINT,E
898,,GFCPBOAEB------,2.X.2.2.1.8.1,BLOCK,LINE,E
899,,GFCPBOAEF------,2.X.2.2.1.8.2,FIX,LINE,E
900,,GFCPBOAET------,2.X.2.2.1.8.3,TURN,LINE,E
901,,GFCPBOAED------,2.X.2.2.1.8.4,DISRUPT,LINE,E
902,,GFCPBOAF-------,2.X.2.2.1.9,OBSTACLE FREE AREA,AREA,E
903,,GFCPBOAFR------,2.X.2.2.1.9.1,OBSTACLE-RESTRICTED AREA,AREA,E
904,,GFCPBOAU-------,2.X.2.2.1.10,UN-EXPLODED ORDNANCE AREA,AREA,E
905,,GFCPBOARP------,2.X.2.2.1.11.1,ROADBLOCK PLANNED,LINE,E
906,,GFCPBOARE------,2.X.2.2.1.11.2,ROADBLOCK WITH EXPLOSIVES STATE OF READINESS 1(SAFE) ,LINE,E
907,,GFCPBOARS------,2.X.2.2.1.11.3,ROADBLOCK WITH EXPLOSIVES STATE OF READINESS 2 (ARMED BUT PASSABLE) ,LINE,E
908,,GFCPBOARC------,2.X.2.2.1.11.4,ROADBLOCK COMPLETED (EXECUTED),LINE,E
909,,GFCPBOAP-------,2.X.2.2.1.12,TRIP WIRE,LINE,E
910,,GFCPBOAWU------,2.X.2.2.1.13.1,UNSPECIFIED,LINE,E
911,,GFCPBOAWS------,2.X.2.2.1.13.2,SINGLE FENCE,LINE,E
912,,GFCPBOAWD------,2.X.2.2.1.13.3,DOUBLE FENCE,LINE,E
913,,GFCPBOAWA------,2.X.2.2.1.13.4,DOUBLE APRON FENCE,LINE,E
914,,GFCPBOAWL------,2.X.2.2.1.13.5,LOW WIRE FENCE,LINE,E
915,,GFCPBOAWH------,2.X.2.2.1.13.6,HIGH WIRE FENCE,LINE,E
916,,GFCPBOAWC------,2.X.2.2.1.13.7,SINGLE CONCERTINA,LINE,E
917,,GFCPBOAWB------,2.X.2.2.1.13.8,DOUBLE STRAND CONCERTINA,LINE,E
918,,GFCPBOAWR------,2.X.2.2.1.13.9,TRIPLE STRAND CONCERTINA,LINE,E
919,,GFCPBYOE-------,2.X.2.2.2.1.1,BYPASS EASY,LINE,E
920,,GFCPBYOD-------,2.X.2.2.2.1.2,BYPASS DIFFICULT,LINE,E
921,,GFCPBYOI-------,2.X.2.2.2.1.3,BYPASS IMPOSSIBLE,LINE,E
922,,GFCPBYCA-------,2.X.2.2.2.2.1,ASSAULT CROSSING AREA,LINE,E
923,,GFCPBYCB-------,2.X.2.2.2.2.2,BRIDGE OR GAP,LINE,E
924,,GFCPBYCF-------,2.X.2.2.2.2.3,FERRY,LINE,E
925,,GFCPBYCE-------,2.X.2.2.2.2.4,FORD/FORD EASY,LINE,E
926,,GFCPBYCD-------,2.X.2.2.2.2.5,FORD DIFFICULT,LINE,E
927,,GFCPBYCL-------,2.X.2.2.2.2.6,LANE,LINE,E
928,,GFCPBYCR-------,2.X.2.2.2.2.7,RAFT SITE,LINE,E
929,,GFCPBYCG-------,2.X.2.2.2.2.8,ENGINEER REGULATING POINT,POINT,E
930,,GFCPBSE--------,2.X.2.2.3.1,EARTHWORK SMALL TRENCH OR FORTIFICATION ,POINT,E
931,,GFCPBSF--------,2.X.2.2.3.2,FORT,POINT,E
932,,GFCPBSL--------,2.X.2.2.3.3,FORTIFIED LINE,LINE,E
933,,GFCPBSW--------,2.X.2.2.3.4,FOXHOLE EMPLACEMENT OR WEAPON SITE ,POINT,E
934,,GFCPBSP--------,2.X.2.2.3.5,STRONG POINT,AREA,E
935,,GFCPBSH--------,2.X.2.2.3.6,SURFACE SHELTER,POINT,E
936,,GFCPBSU--------,2.X.2.2.3.7,UNDERGROUND SHELTER,POINT,E
937,,GFCPBWM--------,2.X.2.2.4.1,MINIMUM SAFE DISTANCE ZONES,POINT,E
938,,GFCPBWN--------,2.X.2.2.4.2,NUCLEAR DETONATIONS FRIENDLY GROUND ZERO,POINT,E
939,,GHCPBWE--------,2.X.2.2.4.3,ENEMY KNOWN GROUND ZERO,POINT,E
940,,GHCPBWI--------,2.X.2.2.4.4,ENEMY TEMPLATED,POINT,E
941,,GFCPBWF--------,2.X.2.2.4.5,FRIENDLY PLANNED OR ON-ORDER,POINT,E
942,,GFCPBWP--------,2.X.2.2.4.6,FALLOUT PRODUCING,POINT,E
943,,GFCPBWR--------,2.X.2.2.4.7,RADIOACTIVE AREA,AREA,E
944,,GFCPBWC--------,2.X.2.2.4.8,BIOLOGICALLY CONTAMINATED AREA,AREA,E
945,,GFCPBWH--------,2.X.2.2.4.9,CHEMICALLY CONTAMINATED AREA,AREA,E
946,,GFCPBWK--------,2.X.2.2.4.10,BIOLOGICAL AND CHEMICAL ATTACK RELEASE EVENTS ,POINT,E
947,,GFCPBWDP-------,2.X.2.2.4.11.1,DECON SITE/POINT (UNSPECIFIED),POINT,E
948,,GFCPBWDA-------,2.X.2.2.4.11.2,ALTERNATE DECON SITE/POINT (UNSPECIFIED),POINT,E
949,,GFCPBWDT-------,2.X.2.2.4.11.3,DECON SITE/POINT (TROOPS),POINT,E
950,,GFCPBWDE-------,2.X.2.2.4.11.4,DECON SITE/POINT (EQUIPMENT),POINT,E
951,,GFCPBWDS-------,2.X.2.2.4.11.5,DECON SITE/POINT (EQUIPMENT AND TROOPS),POINT,E
952,,GFCPBWDO-------,2.X.2.2.4.11.6,DECON SITE/POINT (OPERATIONAL DECONTAMINATION),POINT,E
953,,GFCPBWDG-------,2.X.2.2.4.11.7,DECON SITE/POINT (THOROUGH DECONTAMINATION),POINT,E
954,,GFCPBWDEM------,2.X.2.2.4.11.8,DECON POINT (MAIN) EQUIPMENT,POINT,E
955,,GFCPBWDTF------,2.X.2.2.4.11.9,DECON POINT (FORWARD) TROOPS,POINT,E
956,,GFCPBWR--------,2.X.2.2.4.12,DOSE RATE CONTOUR LINES,AREA,E
957,,GFCPFSTP-------,2.X.2.3.1.1.1,POINT /SINGLE TARGET,POINT,E
958,,GFCPFSTC-------,2.X.2.3.1.1.2,CIRCULAR TARGET,POINT,E
959,,GFCPFSS--------,2.X.2.3.1.2,FIRE SUPPORT STATION,POINT,E
960,,GFCPFLC--------,2.X.2.3.2.1,FIRE SUPPORT COORDINATION LINE (FSCL),LINE,E
961,,GFCPFLF--------,2.X.2.3.2.2,COORDINATION FIRE LINE (CFL),LINE,E
962,,GFCPFLT--------,2.X.2.3.2.3,LINEAR TARGET,LINE,E
963,,GFCPFLTP-------,2.X.2.3.2.3.1,FINAL PROTECTIVE FIRE,LINE,E
964,,GFCPFLKP-------,2.X.2.3.2.4.1,PLANNED WITH DESIGNATED TIME SHOWN,AREA,E
965,,GFCPFLKS-------,2.X.2.3.2.4.2,SMOKE (ACTUALLY IN PLACE),AREA,E
966,,GFCPFLKT-------,2.X.2.3.2.4.3,LINEAR SMOKE TARGET,LINE,E
967,,GFCPFLN--------,2.X.2.3.2.5,NO FIRE LINE,LINE,E
968,,GFCPFLR--------,2.X.2.3.2.6,RESTRICTED FIRE LINE (RFL),LINE,E
969,,GFCPFAS--------,2.X.2.3.3.1,FIRE SUPPORT AREA,AREA,E
970,,GFCPFAC--------,2.X.2.3.3.2,AIRSPACE COORDINATION AREA,AREA,E
971,,GFCPFAT--------,2.X.2.3.3.3,AREA TARGET,AREA,E
972,,GFCPFARS-------,2.X.2.3.3.4.1,SERIES OF TARGETS USING REGULAR TARGETS,AREA,E
973,,GFCPFARU-------,2.X.2.3.3.4.2,SERIES OF TARGETS USING RECTANGULAR TARGETS,AREA,E
974,,GFCPFAB--------,2.X.2.3.3.5,BOMB AREA,AREA,E
975,,GFCPFAI--------,2.X.2.3.3.6,FREE FIRE AREA (FFA),AREA,E
976,,GFCPFAZT-------,2.X.2.3.3.7.1,GROUP OF TARGETS USING REGULAR TARGETS,AREA,E
977,,GFCPFAZU-------,2.X.2.3.3.7.2,GROUP OF TARGETS USING RECTANGULAR TARGETS,AREA,E
978,,GFCPFAN--------,2.X.2.3.3.8,NO FIRE AREA,AREA,E
979,,GFCPFAU--------,2.X.2.3.3.9,NUCLEAR TARGET,POINT,E
980,,GFCPFAD--------,2.X.2.3.3.10,RESTRICTED FIRE AREA (RFA),AREA,E
981,,GFCPFAP--------,2.X.2.3.3.11,POSITION AREA FOR ARTILLERY (PAA),AREA,E
982,,GFCPFATA-------,2.X.2.3.3.12,TARGET ACQUISITION AREA (TAA),AREA,E
983,,GFCPSPA--------,2.X.2.4.1.1,AMBULANCE EXCHANGE POINT,POINT,E
984,,GFCPSPC--------,2.X.2.4.1.2,CANNIBALIZATION POINT,POINT,E
985,,GFCPSPY--------,2.X.2.4.1.3,CASUALTY COLLECTION POINT,POINT,E
986,,GFCPSPT--------,2.X.2.4.1.4,CIVILIAN COLLECTION POINT,POINT,E
987,,GFCPSPD--------,2.X.2.4.1.5,DETAINEE COLLECTION POINT,POINT,E
988,,GFCPSPE--------,2.X.2.4.1.6,ENEMY PRISONER OF WAR (EPW) COLLECTION POINT,POINT,E
989,,GFCPSPL--------,2.X.2.4.1.7,LOGISTICS RELEASE POINT (LRP),POINT,E
990,,GFCPSPM--------,2.X.2.4.1.8,MAINTENANCE COLLECTION POINT,POINT,E
991,,GFCPSPR--------,2.X.2.4.1.9,REARM REFUEL AND RE-SUPPLY POINT ,POINT,E
992,,GFCPSPU--------,2.X.2.4.1.10,REFUEL ON THE MOVE (ROM) POINT,POINT,E
993,,GFCPSPO--------,2.X.2.4.1.11,TRAFFIC CONTROL POST (TCP),POINT,E
994,,GFCPSPI--------,2.X.2.4.1.12,TRAILER TRANSFER POINT,POINT,E
995,,GFCPSPN--------,2.X.2.4.1.13,UNIT MAINTENANCE COLLECTION POINT,POINT,E
996,,GFCPSPQT-------,2.X.2.4.1.14.1,GENERAL,POINT,E
997,,GFCPSPQA-------,2.X.2.4.1.14.2,CLASS I,POINT,E
998,,GFCPSPQB-------,2.X.2.4.1.14.3,CLASS II,POINT,E
999,,GFCPSPQC-------,2.X.2.4.1.14.4,CLASS III,POINT,E
1000,,GFCPSPQD-------,2.X.2.4.1.14.5,CLASS IV,POINT,E
1001,,GFCPSPQE-------,2.X.2.4.1.14.6,CLASS V,POINT,E
1002,,GFCPSPQF-------,2.X.2.4.1.14.7,CLASS VI,POINT,E
1003,,GFCPSPQG-------,2.X.2.4.1.14.8,CLASS VII,POINT,E
1004,,GFCPSPQH-------,2.X.2.4.1.14.9,CLASS VIII,POINT,E
1005,,GFCPSPQI-------,2.X.2.4.1.14.10,CLASS IX,POINT,E
1006,,GFCPSPQJ-------,2.X.2.4.1.14.11,CLASS X,POINT,E
1007,,GFCPSPMA-------,2.X.2.4.1.15.1,AMMUNITION SUPPLY POINT (ASP),POINT,E
1008,,GFCPSPMT-------,2.X.2.4.1.15.2,AMMUNITION TRANSFER POINT (ATP),POINT,E
1009,,GFCPSLCM-------,2.X.2.4.2.1.1,MOVING CONVOY,LINE,E
1010,,GFCPSLCH-------,2.X.2.4.2.1.2,HALTED CONVOY,LINE,E
1011,,GFCPSLRM-------,2.X.2.4.2.2.1,MAIN SUPPLY ROUTE,LINE,E
1012,,GFCPSLRA-------,2.X.2.4.2.2.2,ALTERNATE SUPPLY ROUTE,LINE,E
1013,,GFCPSLRO-------,2.X.2.4.2.2.3,ONE-WAY TRAFFIC,LINE,E
1014,,GFCPSLRT-------,2.X.2.4.2.2.4,ALTERNATING TRAFFIC,LINE,E
1015,,GFCPSLRW-------,2.X.2.4.2.2.5,TWO-WAY TRAFFIC,LINE,E
1016,,GFCPSAD--------,2.X.2.4.3.1,DETAINEE HOLDING AREA,AREA,E
1017,,GFCPSAP--------,2.X.2.4.3.2,ENEMY PRISONER OF WAR (EPW) HOLDING AREA,AREA,E
1018,,GFCPSAR--------,2.X.2.4.3.3,FORWARD ARMING AND REFUELLING AREA (FARP),AREA,E
1019,,GFCPSAH--------,2.X.2.4.3.4,REFUGEE HOLDING AREA,AREA,E
1020,,GFCPSATB-------,2.X.2.4.3.5.1,BRIGADE (BSA),AREA,E
1021,,GFCPSATD-------,2.X.2.4.3.5.2,DIVISION (DSA),AREA,E
1022,,GFCPSATR-------,2.X.2.4.3.5.3,REGIMENTAL (RSA),AREA,E
1023,,GFCPSARR-------,2.X.2.4.3.6,REST (RA),AREA,E
1024,,GFCPOX---------,2.X.2.5.1,SPECIAL POINT,POINT,E
1025,,GFCPOXRN-------,2.X.2.5.1.1.1,NAV REFERENCE,POINT,E
1026,,GFCPOXRD-------,2.X.2.5.1.1.2,DLRP,POINT,E
1027,,GFCPOXUD-------,2.X.2.5.1.2.1,DATUM,POINT,E
1028,,GFCPOXUB-------,2.X.2.5.1.2.2,BRIEF CONTACT,POINT,E
1029,,GFCPOXUL-------,2.X.2.5.1.2.3,LOST CONTACT,POINT,E
1030,,GFCPOXUS-------,2.X.2.5.1.2.4,SINKER,POINT,E
1031,,GFCPOXWA-------,2.X.2.5.1.3.1,AIM POINT,POINT,E
1032,,GFCPOXWD-------,2.X.2.5.1.3.2,DROP POINT,POINT,E
1033,,GFCPOXWE-------,2.X.2.5.1.3.3,ENTRY POINT,POINT,E
1034,,GFCPOXWG-------,2.X.2.5.1.3.4,GROUND ZERO,POINT,E
1035,,GFCPOXWM-------,2.X.2.5.1.3.5,MSL DETECT POINT,POINT,E
1036,,GFCPOXWI-------,2.X.2.5.1.3.6,IMPACT POINT,POINT,E
1037,,GFCPOXWP-------,2.X.2.5.1.3.7,PREDICTED IMPACT POINT,POINT,E
1038,,GFCPOXY--------,2.X.2.5.1.4,SONOBUOY,POINT,E
1039,,GFCPOXYP-------,2.X.2.5.1.4.1,PATTERN CENTRE,POINT,E
1040,,GFCPOXYD-------,2.X.2.5.1.4.2,DIFAR,POINT,E
1041,,GFCPOXYL-------,2.X.2.5.1.4.3,LOFAR,POINT,E
1042,,GFCPOXYC-------,2.X.2.5.1.4.4,CASS,POINT,E
1043,,GFCPOXYS-------,2.X.2.5.1.4.5,DICASS,POINT,E
1044,,GFCPOXYB-------,2.X.2.5.1.4.6,BT,POINT,E
1045,,GFCPOXYA-------,2.X.2.5.1.4.7,ANM,POINT,E
1046,,GFCPOXYV-------,2.X.2.5.1.4.8,VLAD,POINT,E
1047,,GFCPOXYT-------,2.X.2.5.1.4.9,ATAC,POINT,E
1048,,GFCPOXYR-------,2.X.2.5.1.4.10,RO,POINT,E
1049,,GFCPOXYK-------,2.X.2.5.1.4.11,KINGPIN,POINT,E
1050,,GFCPOXN--------,2.X.2.5.1.5,FORMA TION,POINT,E
1051,,GFCPOXH--------,2.X.2.5.1.6,HARBOUR,POINT,E
1052,,GFCPOXHQ-------,2.X.2.5.1.6.1,POINT Q,POINT,E
1053,,GFCPOXHA-------,2.X.2.5.1.6.2,POINT A,POINT,E
1054,,GFCPOXHY-------,2.X.2.5.1.6.3,POINT Y,POINT,E
1055,,GFCPOXHX-------,2.X.2.5.1.6.4,POINT X,POINT,E
1056,,GFCPOXR--------,2.X.2.5.1.7,ROUTE,POINT,E
1057,,GFCPOXRR-------,2.X.2.5.1.7.1,RENDEZVOUS,POINT,E
1058,,GFCPOXRD-------,2.X.2.5.1.7.2,DIVERSIONS,POINT,E
1059,,GFCPOXRW-------,2.X.2.5.1.7.3,WAYPOINT,POINT,E
1060,,GFCPOXRP-------,2.X.2.5.1.7.4,PIM,POINT,E
1061,,GFCPOXRT-------,2.X.2.5.1.7.5,POINT R,POINT,E
1062,,GFCPOXSTC------,2.X.2.5.1.8.1,COMBATANT STATION,POINT,E
1063,,GFCPOXSTCP-----,2.X.2.5.1.8.1.1,PICKET STATION,POINT,E
1064,,GFCPOXSTCA-----,2.X.2.5.1.8.1.2,ASW SHIP STATION,POINT,E
1065,,GFCPOXSTR------,2.X.2.5.1.8.2,REPLENISHMENT AT SEA (RAS) STATION,POINT,E
1066,,GFCPOXSTH-----,2.X.2.5.1.8.3,RESCUE STATION,POINT,E
1067,,GFCPOXSTS------,2.X.2.5.1.8.4,SUBMARINE STATION,POINT,E
1068,,GFCPOXSTSA-----,2.X.2.5.1.8.5,ASW SUBMARINE STATION,POINT,E
1069,,GFCPOXS--------,2.X.2.5.1.9,SEARCH,POINT,E
1070,,GFCPOXSA-------,2.X.2.5.1.9.1,SEARCH AREA,POINT,E
1071,,GFCPOXSD-------,2.X.2.5.1.9.2,DIP POSITION,POINT,E
1072,,GFCPOXSC-------,2.X.2.5.1.9.3,SEARCH CENTRE,POINT,E
1073,,GFCPOXAC-------,2.X.2.5.1.10.1,COMBAT AIR PATROL (CAP),POINT,E
1074,,GFCPOXAA-------,2.X.2.5.1.10.2,AIRBORNE EARLY WARNING (AEW),POINT,E
1075,,GFCPOXAT-------,2.X.2.5.1.10.3,TACAN,POINT,E
1076,,GFCPOXAK-------,2.X.2.5.1.10.4,TANKING,POINT,E
1077,,GFCPOXAF-------,2.X.2.5.1.10.5,ANTISUBMARINE WARFARE FIXED WING,POINT,E
1078,,GFCPOXAH-------,2.X.2.5.1.10.6,ANTISUBMARINE WARFARE ROTARY WING,POINT,E
1079,,GFCPOXAO-------,2.X.2.5.1.10.7,TOMCAT,POINT,E
1080,,GFCPOXAR-------,2.X.2.5.1.10.8,RESCUE,POINT,E
1081,,GFCPOXAP-------,2.X.2.5.1.10.9,REPLENISH,POINT,E
1082,,GFCPOXAM-------,2.X.2.5.1.10.10,MARSHALL,POINT,E
1083,,GFCPOXAS-------,2.X.2.5.1.10.11,STRIKE IP,POINT,E
1084,,GFCPOXAD-------,2.X.2.5.1.10.12,CORRIDOR TAB,POINT,E
1085,,GFCPOG---------,2.X.2.5.2,GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT,POINT,E
1086,,GFCPOGC--------,2.X.2.5.2.1,CHECKPOINT,POINT,E
1087,,GFCPOGP--------,2.X.2.5.2.2,CONTACT POINT,POINT,E
1088,,GFCPOGT--------,2.X.2.5.2.3,COORDINATION POINT,POINT,E
1089,,GFCPOGD--------,2.X.2.5.2.4,DECISION POINT,POINT,E
1090,,GFCPOGL--------,2.X.2.5.2.5,LINKUP POINT,POINT,E
1091,,GFCPOGN--------,2.X.2.5.2.6,PASSAGE POINT,POINT,E
1092,,GFCPOGR--------,2.X.2.5.2.7,RALLY POINT,POINT,E
1093,,GFCPOGS--------,2.X.2.5.2.8,RELEASE POINT,POINT,E
1094,,GFCPOGI--------,2.X.2.5.2.9,START POINT,POINT,E
1095,,GFCPOGW--------,2.X.2.5.2.10,WAY POINT,POINT,E
1096,,GFCPOLN--------,2.X.2.5.3.1,LIGHT LINE,LINE,E
1097,,GFCPOLP--------,2.X.2.5.3.2,PHASE LINE,LINE,E
1098,,GFCPOAZ--------,2.X.2.5.4.1,AIRFIELD ZONE,AREA,E
1099,,GHOPVA---------,2.X.3.1.1,ARSON/FIRE,POINT,E
1100,,GHOPVR---------,2.X.3.1.2,ARTILLERY/ARTILLERY FIRE,POINT,E
1101,,GHOPVM---------,2.X.3.1.3,ASSASSINA TION/MURDER/ EXECUTION,POINT,E
1102,,GFOPVB---------,2.X.3.1.4,BOMB/BOMBING,POINT,E
1103,,GHOPVY---------,2.X.3.1.5,BOOBYTRAP,POINT,E
1104,,GHOPVD---------,2.X.3.1.6,DRIVE-BY SHOOTING,POINT,E
1105,,GHOPVI---------,2.X.3.1.7,INDIRECT FIRE (UNSPECIFIED TYPE),POINT,E
1106,,GHOPVM---------,2.X.3.1.8,MORTAR/MORTAR FIRE,POINT,E
1107,,GHOPVK---------,2.X.3.1.9,ROCKET/ROCKET FIRE,POINT,E
1108,,GHOPVS---------,2.X.3.1.10,SNIPING,POINT,E
1109,,GHOPVP---------,2.X.3.1.11,POISONING,POINT,E
1110,,GHOPVU---------,2.X.3.1.12,AMBUSH,POINT,E
1111,,GHOPVC---------,2.X.3.1.13,AMMUNITION CACHE,POINT,E
1112,,GHOPVH---------,2.X.3.1.14,HELICOPTER (CIVILIAN BEING USED BY HOSTILE OR INSURGENTS,POINT,E
1113,,GHOPVF---------,2.X.3.1.15,HOSTILE OR INSURGENT MOTORIZED INFANTRY,POINT,E
1114,,GHOPVO---------,2.X.3.1.16,HOSTILE OR INSURGENT INFANTRY,POINT,E
1115,,GHOPVL---------,2.X.3.1.17,RECONNAISSANCE/SURVEILLANC E,POINT,E
1116,,GHOPVX---------,2.X.3.1.18,SIGNAL/RADIO STATION,POINT,E
1117,,GHOPVZ---------,2.X.3.1.19,SUPPLY CACHE,POINT,E
1118,,GHOPLB---------,2.X.3.2.1,BLACK LIST LOCATION,POINT,E
1119,,GHOPLG---------,2.X.3.2.2,GRAY LIST LOCATION,POINT,E
1120,,GFOPLW---------,2.X.3.2.3,WHITE LIST LOCATION,POINT,E
1121,,GHOPPR---------,2.X.3.3.1,ROAD BLOCK,POINT,E
1122,,GHOPPRB--------,2.X.3.3.1.1,ROAD BLOCK (UNDER CONSTRUCTION),POINT,E
1123,,GHOPPT---------,2.X.3.3.2,PATROLLING,POINT,E
